PF10417.8 C-terminal_domain_of_1-Cys_peroxiredoxin
PF09885.8 Uncharacterized_protein_conserved_in_archaea_(DUF2112)
PF09886.8 Uncharacterized_protein_conserved_in_archaea_(DUF2113)
PF09887.8 Uncharacterized_protein_conserved_in_archaea_(DUF2114)
PF09888.8 Uncharacterized_protein_conserved_in_archaea_(DUF2115)
PF09889.8 Uncharacterized_protein_containing_a_Zn-ribbon_(DUF2116)
PF09890.8 Uncharacterized_protein_conserved_in_archaea_(DUF2117)
PF09891.8 Uncharacterized_protein_conserved_in_archaea_(DUF2118)
PF09892.8 Uncharacterized_protein_conserved_in_archaea_(DUF2119)
PF02681.13 Divergent_PAP2_family
PF09893.8 Uncharacterized_protein_conserved_in_archaea_(DUF2120)
PF09894.8 Uncharacterized_protein_conserved_in_archaea_(DUF2121)
PF09895.8 RecB-family_nuclease_(DUF2122)
PF09897.8 Uncharacterized_protein_conserved_in_archaea_(DUF2124)
PF09898.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2125)
PF09899.8 Putative_amidoligase_enzyme_(DUF2126)
PF09900.8 Predicted_membrane_protein_(DUF2127)
PF09902.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2129)
PF09903.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2130)
PF09906.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2135)
PF09909.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2138)
PF09910.8 Uncharacterized_protein_conserved_in_archaea_(DUF2139)
PF09911.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2140)
PF09912.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2141)
PF09913.8 Predicted_membrane_protein_(DUF2142)
PF09916.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2145)
PF09917.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2147)
PF09918.8 Uncharacterized_protein_containing_a_ferredoxin_domain_(DUF2148)
PF09919.8 Uncharacterized_conserved_protein_(DUF2149)
PF09920.8 Uncharacterized_protein_conserved_in_archaea_(DUF2150)
PF10221.8 Cell_cycle_and_development_regulator
PF10222.8 Uncharacterized_conserved_protein_(DUF2152)
PF09921.8 Uncharacterized_protein_conserved_in_archaea_(DUF2153)
PF09922.8 Cell_wall-active_antibiotics_response_4TMS_YvqF
PF09923.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2155)
PF09924.8 Uncharacterised_conserved_protein_(DUF2156)
PF09925.8 Predicted_membrane_protein_(DUF2157)
PF09926.8 Uncharacterized_small_protein_(DUF2158)
PF09928.8 Predicted_small_integral_membrane_protein_(DUF2160)
PF09929.8 Putative_PD-(D/E)XK_phosphodiesterase_(DUF2161)
PF09930.8 Predicted_transporter_(DUF2162)
PF09931.8 Uncharacterized_conserved_protein_(DUF2163)
PF09932.8 Uncharacterized_conserved_protein_(DUF2164)
PF09933.8 Predicted_small_integral_membrane_protein_(DUF2165)
PF09935.8 Protein_of_unknown_function_(DUF2167)
PF09937.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2169)
PF09938.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2170)
PF09939.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2171)
PF09940.8 Domain_of_unknown_function_(DUF2172)
PF09941.8 Uncharacterized_conserved_protein_(DUF2173)
PF09943.8 Uncharacterized_protein_conserved_in_archaea_(DUF2175)
PF09945.8 Predicted_membrane_protein_(DUF2177)
PF09946.8 Predicted_membrane_protein_(DUF2178)
PF10035.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2179)
PF02698.16 DUF218_domain
PF09947.8 Uncharacterized_protein_conserved_in_archaea_(DUF2180)
PF10223.8 Uncharacterized_conserved_protein_(DUF2181)
PF09948.8 Predicted_metal-binding_integral_membrane_protein_(DUF2182)
PF09949.8 Uncharacterized_conserved_protein_(DUF2183)
PF09950.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2184)
PF09951.8 Protein_of_unknown_function_(DUF2185)
PF09953.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2187)
PF09954.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2188)
PF09955.8 Predicted_integral_membrane_protein_(DUF2189)
PF09956.8 Uncharacterized_conserved_protein_(DUF2190)
PF09958.8 Uncharacterized_protein_conserved_in_archaea_(DUF2192)
PF09959.8 Uncharacterized_protein_conserved_in_archaea_(DUF2193)
PF09960.8 Uncharacterised_protein_conserved_in_bacteria_(DUF2194)
PF09961.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2195)
PF09962.8 Uncharacterized_conserved_protein_(DUF2196)
PF09963.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2197)
PF09964.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2198)
PF09965.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2199)
PF01629.15 Domain_of_unknown_function_DUF22
PF02713.13 Domain_of_unknown_function_DUF220
PF09966.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2200)
PF09967.8 VWA-like_domain_(DUF2201)
PF13203.5 Putative_metallopeptidase_domain
PF09968.8 Uncharacterized_protein_domain_(DUF2202)
PF09969.8 Uncharacterized_conserved_protein_(DUF2203)
PF09970.8 Nucleotidyl_transferase_of_unknown_function_(DUF2204)
PF10224.8 Predicted_coiled-coil_protein_(DUF2205)
PF09971.8 Predicted_membrane_protein_(DUF2206)
PF09972.8 Predicted_membrane_protein_(DUF2207)
PF09973.8 Predicted_membrane_protein_(DUF2208)
PF09974.8 Uncharacterized_protein_conserved_in_archaea_(DUF2209)
PF09979.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2213)
PF09980.8 Predicted_membrane_protein_(DUF2214)
PF09981.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2218)
PF09982.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2219)
PF02720.16 Domain_of_unknown_function_(DUF222)
PF09983.8 Uncharacterized_protein_conserved_in_bacteria_C-term(DUF2220)
PF09984.8 Uncharacterised_signal_transduction_histidine_kinase_domain_(DUF2222)
PF09986.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2225)
PF09987.8 Uncharacterized_protein_conserved_in_archaea_(DUF2226)
PF09988.8 Uncharacterized_metal-binding_protein_(DUF2227)
PF10228.8 Uncharacterised_conserved_protein_(DUF2228)
PF09989.8 CoA_enzyme_activase_uncharacterised_domain_(DUF2229)
PF02721.13 Domain_of_unknown_function_DUF223
PF09990.8 Predicted_membrane_protein_(DUF2231)
PF09991.8 Predicted_membrane_protein_(DUF2232)
PF09994.8 Uncharacterized_alpha/beta_hydrolase_domain_(DUF2235)
PF09995.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2236)
PF09996.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2237)
PF09997.8 Predicted_membrane_protein_(DUF2238)
PF09998.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2239)
PF09999.8 Uncharacterized_protein_conserved_in_archaea_(DUF2240)
PF10001.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2242)
PF10002.8 Predicted_membrane_protein_(DUF2243)
PF10003.8 Integral_membrane_protein_(DUF2244)
PF10004.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2247)
PF10006.8 Uncharacterized_conserved_protein_(DUF2249)
PF10007.8 Uncharacterized_protein_conserved_in_archaea_(DUF2250)
PF10008.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2251)
PF10009.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2252)
PF10011.8 Predicted_membrane_protein_(DUF2254)
PF10012.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2255)
PF10013.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2256)
PF10015.8 Uncharacterized_protein_conserved_in_archaea_(DUF2258)
PF10016.8 Predicted_secreted_protein_(DUF2259)
PF02890.13 Borrelia_family_of_unknown_function_DUF226
PF10020.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2262)
PF10021.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2263)
PF10022.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2264)
PF10025.8 Uncharacterized_conserved_protein_(DUF2267)
PF10026.8 Predicted_Zn-dependent_protease_(DUF2268)
PF10027.8 Predicted_integral_membrane_protein_(DUF2269)
PF10028.8 Predicted_integral_membrane_protein_(DUF2270)
PF10029.8 Predicted_periplasmic_protein_(DUF2271)
PF10030.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2272)
PF10031.8 Small_integral_membrane_protein_(DUF2273)
PF10038.8 Protein_of_unknown_function_(DUF2274)
PF10039.8 Predicted_integral_membrane_protein_(DUF2275)
PF10041.8 Uncharacterized_conserved_protein_(DUF2277)
PF10042.8 Uncharacterized_conserved_protein_(DUF2278)
PF10043.8 Predicted_periplasmic_lipoprotein_(DUF2279)
PF02989.13 Lyme_disease_proteins_of_unknown_function
PF10045.8 Uncharacterized_conserved_protein_(DUF2280)
PF10047.8 Protein_of_unknown_function_(DUF2281)
PF10048.8 Predicted_integral_membrane_protein_(DUF2282)
PF10049.8 Protein_of_unknown_function_(DUF2283)
PF10050.8 Predicted_metal-binding_protein_(DUF2284)
PF10074.8 Uncharacterized_conserved_protein_(DUF2285)
PF10051.8 Uncharacterized_protein_conserved_in_archaea_(DUF2286)
PF10052.8 Protein_of_unknown_function_(DUF2288)
PF02995.16 Protein_of_unknown_function_(DUF229)
PF10053.8 Uncharacterized_conserved_protein_(DUF2290)
PF10054.8 Predicted_periplasmic_lipoprotein_(DUF2291)
PF10055.8 Uncharacterized_small_protein_(DUF2292)
PF10056.8 Uncharacterized_conserved_protein_(DUF2293)
PF10057.8 Uncharacterized_conserved_protein_(DUF2294)
PF10060.8 Uncharacterized_membrane_protein_(DUF2298)
PF10061.8 Uncharacterized_conserved_protein_(DUF2299)
PF10062.8 Predicted_secreted_protein_(DUF2300)
PF10063.8 Uncharacterized_integral_membrane_protein_(DUF2301)
PF10065.8 Uncharacterized_conserved_protein_(DUF2303)
PF10066.8 Uncharacterized_conserved_protein_(DUF2304)
PF10067.8 Predicted_membrane_protein_(DUF2306)
PF10070.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2309)
PF10071.8 Zn-ribbon-containing,possibly_nucleic-acid-binding_protein_(DUF2310)
PF10073.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2312)
PF10076.8 Uncharacterised_protein_conserved_in_bacteria_(DUF2313)
PF10077.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2314)
PF10231.8 Uncharacterised_conserved_protein_(DUF2315)
PF10078.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2316)
PF10080.8 Predicted_membrane_protein_(DUF2318)
PF10083.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2321)
PF10084.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2322)
PF10086.8 Putative_membrane_peptidase_family_(DUF2324)
PF10087.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2325)
PF10088.8 Uncharacterised_protein_conserved_in_bacteria_(DUF2326)
PF10092.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2330)
PF10093.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2331)
PF10094.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2332)
PF10095.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2333)
PF10096.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2334)
PF10097.8 Predicted_membrane_protein_(DUF2335)
PF10098.8 Uncharacterised_protein_conserved_in_bacteria_(DUF2336)
PF10101.8 Predicted_membrane_protein_(DUF2339)
PF03008.13 Archaea_bacterial_proteins_of_unknown_function
PF10209.8 Uncharacterized_conserved_protein_(DUF2340)
PF10102.8 Domain_of_unknown_function_(DUF2341)
PF10105.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2344)
PF10106.8 Uncharacterized_protein_conserved_in_bacteria_(DUF2345)
PF09804.8 Uncharacterized_conserved_protein_(DUF2347)
PF09789.8 Uncharacterized_coiled-coil_protein_(DUF2353)
PF09823.8 Domain_of_unknown_function_(DUF2357)
PF10184.8 Uncharacterized_conserved_protein_(DUF2358)
PF03057.13 DUF236_repeat
PF10154.8 Uncharacterized_conserved_protein_(DUF2362)
PF10155.8 Uncharacterized_conserved_protein_(DUF2363)
PF10164.8 Uncharacterized_conserved_protein_(DUF2367)
PF10166.8 Uncharacterised_conserved_protein_(DUF2368)
PF10179.8 Uncharacterised_conserved_protein_(DUF2369)
PF03072.13 MG032/MG096/MG288_family_1
PF10176.8 Protein_of_unknown_function_(DUF2370)
PF10177.8 Uncharacterised_conserved_protein_(DUF2371)
PF10180.8 Uncharacterised_conserved_protein_(DUF2373)
PF09574.9 Protein_of_unknown_function_(Duf2374)
PF09558.9 Protein_of_unknown_function_(DUF2375)
PF09536.9 Protein_of_unknown_function_(DUF2378)
PF09543.9 Protein_of_unknown_function_(DUF2379)
PF09533.9 Predicted_lipoprotein_of_unknown_function_(DUF2380)
PF09544.9 Protein_of_unknown_function_(DUF2381)
PF09557.9 Domain_of_unknown_function_(DUF2382)
PF09537.9 Domain_of_unknown_function_(DUF2383)
PF09722.9 Protein_of_unknown_function_(DUF2384)
PF09539.9 Protein_of_unknown_function_(DUF2385)
PF09526.9 Probable_metal-binding_protein_(DUF2387)
PF09498.9 Protein_of_unknown_function_(DUF2388)
PF09493.9 Tryptophan-rich_protein_(DUF2389)
PF09523.9 Protein_of_unknown_function_(DUF2390)
PF09622.9 Putative_integral_membrane_protein_(DUF2391)
PF09624.9 Protein_of_unknown_function_(DUF2393)
PF09654.9 Protein_of_unknown_function_(DUF2396)
PF09660.9 Protein_of_unknown_function_(DUF2397)
PF09661.9 Protein_of_unknown_function_(DUF2398)
PF09664.9 Protein_of_unknown_function_C-terminus_(DUF2399)
PF03086.13 MG032/MG096/MG288_family_2
PF09674.9 Protein_of_unknown_function_(DUF2400)
PF10287.8 Putative_TOS1-like_glycosyl_hydrolase_(DUF2401)
PF10290.8 Glycine-rich_protein_domain_(DUF2403)
PF10293.8 Domain_of_unknown_function_(DUF2405)
PF10295.8 Uncharacterised_protein_(DUF2406)
PF10302.8 DUF2407_ubiquitin-like_domain
PF13373.5 DUF2407_C-terminal_domain
PF10303.8 Protein_of_unknown_function_(DUF2408)
PF03087.13 Arabidopsis_protein_of_unknown_function
PF10307.8 Hypothetical_protein_(DUF2410)
PF10313.8 Uncharacterised_protein_domain_(DUF2415)
PF10329.8 Region_of_unknown_function_(DUF2417)
PF10332.8 Protein_of_unknown_function_(DUF2418)
PF10336.8 Protein_of_unknown_function_(DUF2420)
PF10338.8 Protein_of_unknown_function_(DUF2423)
PF10348.8 Domain_of_unknown_function_(DUF2427)
PF10350.8 Putative_death-receptor_fusion_protein_(DUF2428)
PF03103.16 Domain_of_unknown_function_(DUF243)
PF10353.8 Protein_of_unknown_function_(DUF2430)
PF10354.8 Domain_of_unknown_function_(DUF2431)
PF10360.8 Protein_of_unknown_function_(DUF2433)
PF10361.8 Protein_of_unknown_function_(DUF2434)
PF10365.8 Domain_of_unknown_function_(DUF2436)
PF10370.8 Domain_of_unknown_function_(DUF2437)
PF10382.8 Protein_of_unknown_function_(DUF2439)
PF03112.13 Uncharacterized_protein_family_(ORF7)_DUF
PF10386.8 Protein_of_unknown_function_(DUF2441)
PF10387.8 Protein_of_unknown_function_(DUF2442)
PF10398.8 Protein_of_unknown_function_(DUF2443)
PF10476.8 Protein_of_unknown_function_C-terminus_(DUF2448)
PF10474.8 Protein_of_unknown_function_C-terminus_(DUF2451)
PF10504.8 Protein_of_unknown_function_(DUF2452)
PF10445.8 Protein_of_unknown_function_(DUF2456)
PF10446.8 Protein_of_unknown_function_(DUF2457)
PF10454.8 Protein_of_unknown_function_(DUF2458)
PF09601.9 Protein_of_unknown_function_(DUF2459)
PF09343.9 Conserved_hypothetical_protein_2217_(DUF2460)
PF09365.9 Conserved_hypothetical_protein_(DUF2461)
PF09495.9 Protein_of_unknown_function_(DUF2462)
PF09591.9 Protein_of_unknown_function_(DUF2463)
PF10240.8 Multivesicular_body_subunit_12
PF10239.8 Protein_of_unknown_function_(DUF2465)
PF10611.8 Protein_of_unknown_function_(DUF2469)
PF03140.14 Plant_protein_of_unknown_function
PF10615.8 Protein_of_unknown_function_(DUF2470)
PF10616.8 Protein_of_unknown_function_(DUF2471)
PF10617.8 Protein_of_unknown_function_(DUF2474)
PF10629.8 Protein_of_unknown_function_(DUF2475)
PF10630.8 Protein_of_unknown_function_(DUF2476)
PF10631.8 Protein_of_unknown_function_(DUF2477)
PF10649.8 Protein_of_unknown_function_(DUF2478)
PF10651.8 Domain_of_unknown_function_(DUF2479)
PF10652.8 Protein_of_unknown_function_(DUF2480)
PF10654.8 Protein_of_unknown_function_(DUF2481)
PF10655.8 Hypothetical_protein_of_unknown_function_(DUF2482)
PF10656.8 Hypothetical_protein_of_unknown_function_(DUF2483)
PF10658.8 Protein_of_unknown_function_(DUF2484)
PF10667.8 Protein_of_unknown_function_(DUF2486)
PF10673.8 Protein_of_unknown_function_(DUF2487)
PF10675.8 Protein_of_unknown_function_(DUF2489)
PF03158.12 Multigene_family_530_protein
PF10677.8 Protein_of_unknown_function_(DUF2490)
PF10679.8 Protein_of_unknown_function_(DUF2491)
PF10678.8 Protein_of_unknown_function_(DUF2492)
PF10686.8 Protein_of_unknown_function_(DUF2493)
PF10689.8 Protein_of_unknown_function_(DUF2496)
PF10691.8 Protein_of_unknown_function_(DUF2497)
PF10692.8 Protein_of_unknown_function_(DUF2498)
PF10693.8 Protein_of_unknown_function_(DUF2499)
PF10694.8 Protein_of_unknown_function_(DUF2500)
PF10696.8 Protein_of_unknown_function_(DUF2501)
PF10697.8 Protein_of_unknown_function_(DUF2502)
PF10698.8 Protein_of_unknown_function_(DUF2505)
PF10702.8 Protein_of_unknown_function_(DUF2507)
PF10704.8 Protein_of_unknown_function_(DUF2508)
PF10713.8 Protein_of_unknown_function_(DUF2509)
PF10708.8 Protein_of_unknown_function_(DUF2510)
PF10709.8 Protein_of_unknown_function_(DUF2511)
PF10710.8 Protein_of_unknown_function_(DUF2512)
PF10711.8 Hypothetical_protein_(DUF2513)
PF10721.8 Protein_of_unknown_function_(DUF2514)
PF10720.8 Protein_of_unknown_function_(DUF2515)
PF10724.8 Protein_of_unknown_function_(DUF2516)
PF10725.8 Protein_of_unknown_function_(DUF2517)
PF10726.8 Protein_of_function_(DUF2518)
PF10728.8 Domain_of_unknown_function_(DUF2520)
PF10730.8 Protein_of_unknown_function_(DUF2521)
PF10734.8 Protein_of_unknown_function_(DUF2523)
PF10732.8 Protein_of_unknown_function_(DUF2524)
PF10733.8 Protein_of_unknown_function_(DUF2525)
PF10735.8 Protein_of_unknown_function_(DUF2526)
PF10736.8 Protein_of_unknown_function_(DUF2627)
PF10800.7 Protein_of_unknown_function_(DUF2528)
PF10740.8 Domain_of_unknown_function_(DUF2529)
PF10745.8 Protein_of_unknown_function_(DUF2530)
PF10748.8 Protein_of_unknown_function_(DUF2531)
PF10811.7 Protein_of_unknown_function_(DUF2532)
PF10752.8 Protein_of_unknown_function_(DUF2533)
PF10749.8 Protein_of_unknown_function_(DUF2534)
PF10751.8 Protein_of_unknown_function_(DUF2535)
PF10750.8 Protein_of_unknown_function_(DUF2536)
PF10801.7 Protein_of_unknown_function_(DUF2537)
PF10804.7 Protein_of_unknown_function_(DUF2538)
PF10802.7 Protein_of_unknown_function_(DUF2540)
PF10807.7 Protein_of_unknown_function_(DUF2541)
PF10808.7 Protein_of_unknown_function_(DUF2542)
PF10820.7 Protein_of_unknown_function_(DUF2543)
PF11245.7 Protein_of_unknown_function_(DUF2544)
PF10810.7 Protein_of_unknown_function_(DUF2545)
PF10818.7 Protein_of_unknown_function_(DUF2547)
PF10739.8 Protein_of_unknown_function_(DUF2550)
PF10826.7 Protein_of_unknown_function_(DUF2551)
PF10827.7 Protein_of_unknown_function_(DUF2552)
PF10830.7 Protein_of_unknown_function_(DUF2553)
PF10829.7 Protein_of_unknown_function_(DUF2554)
PF10742.8 Protein_of_unknown_function_(DUF2555)
PF10831.7 Protein_of_unknown_function_(DUF2556)
PF10832.7 Protein_of_unknown_function_(DUF2559)
PF10834.7 Protein_of_unknown_function_(DUF2560)
PF10812.7 Protein_of_unknown_function_(DUF2561)
PF10817.7 Protein_of_unknown_function_(DUF2563)
PF10819.7 Protein_of_unknown_function_(DUF2564)
PF10821.7 Protein_of_unknown_function_(DUF2567)
PF10823.7 Protein_of_unknown_function_(DUF2568)
PF10754.8 Protein_of_unknown_function_(DUF2569)
PF03192.12 Pyrococcus_protein_of_unknown_function,DUF257
PF10828.7 Protein_of_unknown_function_(DUF2570)
PF10833.7 Protein_of_unknown_function_(DUF2572)
PF10835.7 Protein_of_unknown_function_(DUF2573)
PF10836.7 Protein_of_unknown_function_(DUF2574)
PF10837.7 Protein_of_unknown_function_(DUF2575)
PF10845.7 Protein_of_unknown_function_(DUF2576)
PF10844.7 Protein_of_unknown_function_(DUF2577)
PF10771.8 Winged_helix-turn-helix_domain_(DUF2582)
PF10762.8 Protein_of_unknown_function_(DUF2583)
PF10763.8 Protein_of_unknown_function_(DUF2584)
PF10755.8 Protein_of_unknown_function_(DUF2585)
PF10758.8 Protein_of_unknown_function_(DUF2586)
PF10759.8 Protein_of_unknown_function_(DUF2587)
PF11655.7 Protein_of_unknown_function_(DUF2589)
PF10761.8 Protein_of_unknown_function_(DUF2590)
PF10765.8 Protein_of_unknown_function_(DUF2591)
PF10767.8 Protein_of_unknown_function_(DUF2593)
PF10769.8 Protein_of_unknown_function_(DUF2594)
PF10772.8 Protein_of_unknown_function_(DUF2597)
PF10783.8 Protein_of_unknown_function_(DUF2599)
PF10776.8 Protein_of_unknown_function_(DUF2600)
PF10788.8 Protein_of_unknown_function_(DUF2603)
PF10790.8 Protein_of_Unknown_function_(DUF2604)
PF10792.8 Protein_of_unknown_function_(DUF2605)
PF10794.8 Protein_of_unknown_function_(DUF2606)
PF10795.8 Protein_of_unknown_function_(DUF2607)
PF11019.7 Protein_of_unknown_function_(DUF2608)
PF03196.12 Protein_of_unknown_function,DUF261
PF11020.7 Domain_of_unknown_function_(DUF2610)
PF11022.7 Protein_of_unknown_function_(DUF2611)
PF11041.7 Protein_of_unknown_function_(DUF2612)
PF11021.7 Protein_of_unknown_function_(DUF2613)
PF11023.7 Zinc-ribbon_containing_domain
PF11027.7 Protein_of_unknown_function_(DUF2615)
PF11077.7 Protein_of_unknown_function_(DUF2616)
PF10936.7 Protein_of_unknown_function_DUF2617
PF10940.7 Protein_of_unknown_function_(DUF2618)
