Accession	Name	Function	Isology Type	EC Number
TIGR01713	typeII_sec_gspC	type II secretion system protein C	equivalog	
TIGR01714	phage_rep_org_N	phage replisome organizer, putative, N-terminal region	hypoth_equivalog_domain	
TIGR01715	phage_lam_T	phage tail assembly protein T	equivalog	
TIGR01716	RGG_Cterm	transcriptional activator, Rgg/GadR/MutR family, C-terminal domain	subfamily_domain	
TIGR01717	AMP-nucleosdse	AMP nucleosidase	equivalog	3.2.2.4
TIGR01718	Uridine-psphlse	uridine phosphorylase	equivalog	2.4.2.3
TIGR01719	euk_UDPppase	uridine phosphorylase	equivalog	2.4.2.3
TIGR01720	NRPS-para261	non-ribosomal peptide synthase domain TIGR01720	subfamily_domain	
TIGR01721	AMN-like	putative AMP nucleosidase	hypoth_equivalog	
TIGR01722	MMSDH	methylmalonate-semialdehyde dehydrogenase (acylating)	equivalog	1.2.1.27
TIGR01723	hmd_TIGR	5,10-methenyltetrahydromethanopterin hydrogenase	equivalog	1.12.98.2
TIGR01724	hmd_rel	H2-forming N(5),N(10)-methenyltetrahydromethanopterin dehydrogenase-related protein	subfamily	
TIGR01725	phge_HK97_gp10	phage protein, HK97 gp10 family	hypoth_equivalog	
TIGR01726	HEQRo_perm_3TM	amino ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine family	subfamily_domain	
TIGR01727	oligo_HPY	oligopeptide/dipeptide ABC transporter, ATP-binding protein, C-terminal domain	subfamily_domain	
TIGR01728	SsuA_fam	ABC transporter, substrate-binding protein, aliphatic sulfonates family	subfamily	
TIGR01729	taurine_ABC_bnd	taurine ABC transporter, periplasmic binding protein	equivalog	
TIGR01730	RND_mfp	efflux transporter, RND family, MFP subunit	subfamily	
TIGR01731	fil_hemag_20aa	adhesin HecA family 20-residue repeat (two copies)	repeat	
TIGR01732	tiny_TM_bacill	conserved hypothetical protein	subfamily	
TIGR01733	AA-adenyl-dom	amino acid adenylation domain	subfamily_domain	
TIGR01734	D-ala-DACP-lig	D-alanine--poly(phosphoribitol) ligase, subunit 1	equivalog	6.1.1.13
TIGR01735	FGAM_synt	phosphoribosylformylglycinamidine synthase	equivalog	6.3.5.3
TIGR01736	FGAM_synth_II	phosphoribosylformylglycinamidine synthase II	equivalog	6.3.5.3
TIGR01737	FGAM_synth_I	phosphoribosylformylglycinamidine synthase I	equivalog	6.3.5.3
TIGR01738	bioH	pimelyl-[acyl-carrier protein] methyl ester esterase	equivalog	3.1.1.85
TIGR01739	tegu_FGAM_synt	herpesvirus tegument protein/v-FGAM-synthase	hypoth_equivalog	
TIGR01740	pyrF	orotidine 5'-phosphate decarboxylase	equivalog_domain	4.1.1.23
TIGR01741	staph_tand_hypo	conserved hypothetical protein	subfamily	
TIGR01742	SA_tandem_lipo	Staphylococcus tandem lipoproteins	subfamily	
TIGR01743	purR_Bsub	pur operon repressor PurR	equivalog	
TIGR01744	XPRTase	xanthine phosphoribosyltransferase	equivalog	2.4.2.22
TIGR01745	asd_gamma	aspartate-semialdehyde dehydrogenase	equivalog	1.2.1.11
TIGR01746	Thioester-redct	thioester reductase domain	subfamily_domain	
TIGR01747	diampropi_NH3ly	diaminopropionate ammonia-lyase family	subfamily	4.3.1.15
TIGR01748	rhaA	L-rhamnose isomerase	equivalog	5.3.1.14
TIGR01749	fabA	beta-hydroxyacyl-(acyl-carrier-protein) dehydratase FabA	equivalog	4.2.1.59
TIGR01750	fabZ	beta-hydroxyacyl-(acyl-carrier-protein) dehydratase FabZ	equivalog	4.2.1.-
TIGR01751	crot-CoA-red	crotonyl-CoA carboxylase/reductase	equivalog	1.3.1.85
TIGR01752	flav_long	flavodoxin	equivalog	
TIGR01753	flav_short	flavodoxin	equivalog	
TIGR01754	flav_RNR	putative ribonucleotide reductase-associated flavodoxin	equivalog	
TIGR01755	flav_wrbA	NAD(P)H:quinone oxidoreductase, type IV	equivalog	1.6.5.2
TIGR01756	LDH_protist	lactate dehydrogenase	equivalog	1.1.1.27
TIGR01757	Malate-DH_plant	malate dehydrogenase, NADP-dependent	equivalog	1.1.1.82
TIGR01758	MDH_euk_cyt	malate dehydrogenase, NAD-dependent	equivalog	1.1.1.37
TIGR01759	MalateDH-SF1	malate dehydrogenase	subfamily	1.1.1.-
TIGR01760	tape_meas_TP901	phage tail tape measure protein, TP901 family, core region	equivalog_domain	
TIGR01761	thiaz-red	thiazolinyl imide reductase	subfamily	
TIGR01762	chlorin-enz	chlorinating enzyme	subfamily	
TIGR01763	MalateDH_bact	malate dehydrogenase, NAD-dependent	equivalog	1.1.1.37
TIGR01764	excise	DNA binding domain, excisionase family	domain	
TIGR01765	tspaseT_teng_N	transposase, putative, N-terminal domain	subfamily_domain	
TIGR01766	tspaseT_teng_C	transposase, IS605 OrfB family	equivalog_domain	
TIGR01767	MTRK	S-methyl-5-thioribose kinase	equivalog	2.7.1.100
TIGR01768	GGGP-family	geranylgeranylglyceryl phosphate synthase family protein	subfamily	2.5.1.-
TIGR01769	GGGP	phosphoglycerol geranylgeranyltransferase	equivalog	2.5.1.41
TIGR01770	NDH_I_N	proton-translocating NADH-quinone oxidoreductase, chain N	subfamily	
TIGR01771	L-LDH-NAD	L-lactate dehydrogenase	equivalog	1.1.1.27
TIGR01772	MDH_euk_gproteo	malate dehydrogenase, NAD-dependent	equivalog	1.1.1.37
TIGR01773	GABAperm	GABA permease	equivalog	
TIGR01774	PFL2-3	glycyl radical enzyme, PFL2/glycerol dehydratase family	subfamily	
TIGR01776	TonB-tbp-lbp	TonB-dependent lactoferrin and transferrin receptors	subfamily	
TIGR01777	yfcH	TIGR01777 family protein	hypoth_equivalog	
TIGR01778	TonB-copper	TonB-dependent copper receptor	equivalog	
TIGR01779	TonB-B12	TonB-dependent vitamin B12 receptor	equivalog	
TIGR01780	SSADH	succinate-semialdehyde dehydrogenase	subfamily	1.2.1.-
TIGR01781	Trep_dent_lipo	Treponema denticola clustered lipoprotein	paralog	
TIGR01782	TonB-Xanth-Caul	TonB-dependent receptor	subfamily	
TIGR01783	TonB-siderophor	TonB-dependent siderophore receptor	subfamily	
TIGR01784	T_den_put_tspse	conserved hypothetical protein	subfamily	
TIGR01785	TonB-hemin	TonB-dependent heme/hemoglobin receptor family protein	subfamily	
TIGR01786	TonB-hemlactrns	TonB-dependent hemoglobin/transferrin/lactoferrin receptor family protein	subfamily	
TIGR01787	squalene_cyclas	squalene/oxidosqualene cyclases	subfamily	5.4.-.-
TIGR01788	Glu-decarb-GAD	glutamate decarboxylase	equivalog	4.1.1.15
TIGR01789	lycopene_cycl	lycopene cyclase	equivalog	
TIGR01790	carotene-cycl	lycopene cyclase family protein	subfamily	
TIGR01791	CM_archaeal	chorismate mutase	equivalog_domain	5.4.99.5
TIGR01792	urease_alph	urease, alpha subunit	equivalog	3.5.1.5
TIGR01793	cit_synth_euk	citrate (Si)-synthase, eukaryotic	equivalog	2.3.3.1
TIGR01795	CM_mono_cladeE	chorismate mutase	equivalog	5.4.99.5
TIGR01796	CM_mono_aroH	chorismate mutase	equivalog	5.4.99.5
TIGR01797	CM_P_1	chorismate mutase	equivalog_domain	5.4.99.5
TIGR01798	cit_synth_I	citrate (Si)-synthase	equivalog	2.3.3.1
TIGR01799	CM_T	chorismate mutase	equivalog_domain	5.4.99.5
TIGR01800	cit_synth_II	2-methylcitrate synthase/citrate synthase II	subfamily	
TIGR01801	CM_A	chorismate mutase	equivalog_domain	5.4.99.5
TIGR01802	CM_pl-yst	chorismate mutase	equivalog	5.4.99.5
TIGR01803	CM-like	chorismate mutase related enzymes	subfamily	
TIGR01804	BADH	betaine-aldehyde dehydrogenase	equivalog	1.2.1.8
TIGR01805	CM_mono_grmpos	chorismate mutase	equivalog_domain	5.4.99.5
TIGR01806	CM_mono2	putative chorismate mutase	equivalog	5.4.99.5
TIGR01807	CM_P2	chorismate mutase	equivalog_domain	5.4.99.5
TIGR01808	CM_M_hiGC-arch	chorismate mutase	equivalog_domain	5.4.99.5
TIGR01809	Shik-DH-AROM	shikimate-5-dehydrogenase	equivalog_domain	1.1.1.25
TIGR01810	betA	choline dehydrogenase	equivalog	1.1.99.1
TIGR01811	sdhA_Bsu	succinate dehydrogenase or fumarate reductase, flavoprotein subunit	subfamily	1.3.99.1
TIGR01812	sdhA_frdA_Gneg	succinate dehydrogenase or fumarate reductase, flavoprotein subunit	subfamily	
TIGR01813	flavo_cyto_c	flavocytochrome c	subfamily	
TIGR01814	kynureninase	kynureninase	equivalog	3.7.1.3
TIGR01815	TrpE-clade3	anthranilate synthase	equivalog	4.1.3.27
TIGR01816	sdhA_forward	succinate dehydrogenase, flavoprotein subunit	equivalog	
TIGR01817	nifA	Nif-specific regulatory protein	equivalog	
TIGR01818	ntrC	nitrogen regulation protein NR(I)	equivalog	
TIGR01819	F420_cofD	2-phospho-L-lactate transferase	equivalog	2.7.8.28
TIGR01820	TrpE-arch	anthranilate synthase component I	equivalog	4.1.3.27
TIGR01821	5aminolev_synth	5-aminolevulinic acid synthase	equivalog_domain	2.3.1.37
TIGR01822	2am3keto_CoA	glycine C-acetyltransferase	equivalog	2.3.1.29
TIGR01823	PabB-fungal	aminodeoxychorismate synthase	equivalog	2.6.1.85
TIGR01824	PabB-clade2	aminodeoxychorismate synthase, component I	equivalog	2.6.1.85
TIGR01825	gly_Cac_T_rel	putative pyridoxal phosphate-dependent acyltransferase	subfamily	2.3.1.-
TIGR01826	CofD_related	conserved hypothetical protein	subfamily	
TIGR01827	gatC_rel	putative Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase, subunit C	equivalog	
TIGR01828	pyru_phos_dikin	pyruvate, phosphate dikinase	equivalog	2.7.9.1
TIGR01829	AcAcCoA_reduct	acetoacetyl-CoA reductase	subfamily	1.1.1.36
TIGR01830	3oxo_ACP_reduc	3-oxoacyl-[acyl-carrier-protein] reductase	equivalog	1.1.1.100
TIGR01831	fabG_rel	putative 3-oxoacyl-(acyl-carrier-protein) reductase	hypoth_equivalog	
TIGR01832	kduD	2-deoxy-D-gluconate 3-dehydrogenase	equivalog	1.1.1.125
TIGR01833	HMG-CoA-S_euk	hydroxymethylglutaryl-CoA synthase	equivalog	2.3.3.10
TIGR01834	PHA_synth_III_E	poly(R)-hydroxyalkanoic acid synthase, class III, PhaE subunit	subfamily	
TIGR01835	HMG-CoA-S_prok	hydroxymethylglutaryl-CoA synthase	equivalog	2.3.3.10
TIGR01836	PHA_synth_III_C	poly(R)-hydroxyalkanoic acid synthase, class III, PhaC subunit	subfamily	
TIGR01837	PHA_granule_1	poly(hydroxyalkanoate) granule-associated protein	subfamily_domain	
TIGR01838	PHA_synth_I	poly(R)-hydroxyalkanoic acid synthase, class I	subfamily	
TIGR01839	PHA_synth_II	poly(R)-hydroxyalkanoic acid synthase, class II	subfamily	
TIGR01840	esterase_phb	esterase, PHB depolymerase family	subfamily	3.1.1.-
TIGR01841	phasin	phasin family protein	subfamily_domain	
TIGR01842	type_I_sec_PrtD	type I secretion system ATPase	subfamily	
TIGR01843	type_I_hlyD	type I secretion membrane fusion protein, HlyD family	subfamily	
TIGR01844	type_I_sec_TolC	type I secretion outer membrane protein, TolC family	subfamily	
TIGR01845	outer_NodT	efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family	subfamily	
TIGR01846	type_I_sec_HlyB	type I secretion system ATPase	subfamily	
TIGR01847	bacteriocin_sig	bacteriocin-type signal sequence	domain	
TIGR01848	PHA_reg_PhaR	polyhydroxyalkanoate synthesis repressor PhaR	equivalog	
TIGR01849	PHB_depoly_PhaZ	polyhydroxyalkanoate depolymerase, intracellular	subfamily	3.1.1.-
TIGR01850	argC	N-acetyl-gamma-glutamyl-phosphate reductase	equivalog	1.2.1.38
TIGR01851	argC_other	N-acetyl-gamma-glutamyl-phosphate reductase	equivalog	1.2.1.38
TIGR01852	lipid_A_lpxA	acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase	equivalog	2.3.1.129
TIGR01853	lipid_A_lpxD	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase LpxD	equivalog	2.3.1.191
TIGR01854	lipid_A_lpxH	UDP-2,3-diacylglucosamine diphosphatase	equivalog	3.6.1.54
TIGR01855	IMP_synth_hisH	imidazole glycerol phosphate synthase, glutamine amidotransferase subunit	equivalog	2.4.2.-
TIGR01856	hisJ_fam	histidinol phosphate phosphatase, HisJ family	subfamily	
TIGR01857	FGAM-synthase	phosphoribosylformylglycinamidine synthase	equivalog	6.3.5.3
TIGR01858	tag_bisphos_ald	class II aldolase, tagatose bisphosphate family	equivalog	4.1.2.-
TIGR01859	fruc_bis_ald_	fructose-1,6-bisphosphate aldolase, class II	equivalog	4.1.2.13
TIGR01860	VNFD	nitrogenase vanadium-iron protein, alpha chain	equivalog	1.18.6.1
TIGR01861	ANFD	nitrogenase iron-iron protein, alpha chain	equivalog	1.18.6.1
TIGR01862	N2-ase-Ialpha	nitrogenase component I, alpha chain	subfamily	1.18.6.1
TIGR01863	cas_Csd1	CRISPR-associated protein Cas8c/Csd1, subtype I-C/DVULG	equivalog	
TIGR01865	cas_Csn1	CRISPR subtype II RNA-guided endonuclease Cas9	equivalog	3.1.-.-
TIGR01866	cas_Csn2	CRISPR type II-A/NMEMI-associated protein Csn2	equivalog	
TIGR01868	casD_Cas5e	CRISPR-associated protein Cas5/CasD, subtype I-E/ECOLI	equivalog	
TIGR01869	casC_Cse4	CRISPR-associated protein Cas7/Cse4/CasC, subtype I-E/ECOLI	exception	
TIGR01870	cas_TM1810_Csm2	CRISPR type III-A/MTUBE-associated protein Csm2	hypoth_equivalog_domain	
TIGR01873	cas_CT1978	CRISPR-associated endoribonuclease Cas2, subtype I-E/ECOLI	equivalog	
TIGR01874	cas_cas5a	CRISPR-associated protein Cas5, subtype I-A/APERN	exception	
TIGR01875	cas_MJ0381	CRISPR-associated autoregulator DevR family	subfamily	
TIGR01876	cas_Cas5d	CRISPR-associated protein Cas5, subtype I-C/DVULG	exception	
TIGR01877	cas_cas6	CRISPR-associated endoribonuclease Cas6	equivalog	3.1.-.-
TIGR01878	cas_Csa5	CRISPR type I-A/APERN-associated protein Csa5	hypoth_equivalog	
TIGR01879	hydantase	amidase, hydantoinase/carbamoylase family	subfamily	3.5.-.-
TIGR01880	Ac-peptdase-euk	N-acyl-L-amino-acid amidohydrolase	subfamily	3.5.1.14
TIGR01881	cas_Cmr5	CRISPR type III-B/RAMP module-associated protein Cmr5	equivalog	
TIGR01882	peptidase-T	peptidase T	equivalog	3.4.11.-
TIGR01883	PepT-like	peptidase T-like protein	hypoth_equivalog	
TIGR01884	cas_HTH	CRISPR locus-related DNA-binding protein	subfamily	
TIGR01885	Orn_aminotrans	ornithine--oxo-acid transaminase	equivalog	2.6.1.13
TIGR01886	dipeptidase	dipeptidase PepV	equivalog	3.4.13.-
TIGR01887	dipeptidaselike	putative dipeptidase	subfamily	3.4.13.-
TIGR01888	cas_cmr3	CRISPR type III-B/RAMP module-associated protein Cmr3	equivalog	
TIGR01889	Staph_reg_Sar	staphylococcal accessory regulator family	paralog_domain	
TIGR01890	N-Ac-Glu-synth	amino-acid N-acetyltransferase	equivalog	2.3.1.1
TIGR01891	amidohydrolases	amidohydrolase	subfamily	
TIGR01892	AcOrn-deacetyl	acetylornithine deacetylase (ArgE)	equivalog	3.5.1.16
TIGR01893	aa-his-dipept	Xaa-His dipeptidase	subfamily	3.4.13.20
TIGR01894	cas_TM1795_cmr1	CRISPR type III-B/RAMP module RAMP protein Cmr1	hypoth_equivalog_domain	
TIGR01895	cas_Cas5t	CRISPR-associated protein Cas5, subtype I-B/TNEAP	exception	
TIGR01896	cas_AF1879	CRISPR-associated protein Cas4/Csa1, subtype I-A/APERN	hypoth_equivalog	
TIGR01897	cas_MJ1666	CRISPR-associated protein, MJ1666 family	hypoth_equivalog	
TIGR01898	cas_TM1791_cmr6	CRISPR type III-B/RAMP module RAMP protein Cmr6	equivalog	
TIGR01899	cas_TM1807_csm5	CRISPR type III-A/MTUBE-associated RAMP protein Csm5	equivalog	
TIGR01900	dapE-gram_pos	succinyl-diaminopimelate desuccinylase	equivalog	3.5.1.18
TIGR01901	adhes_NPXG	filamentous hemagglutinin family N-terminal domain	domain	
TIGR01902	dapE-lys-deAc	N-acetyl-ornithine/N-acetyl-lysine deacetylase	subfamily	
TIGR01903	cas5_csm4	CRISPR type III-A/MTUBE-associated RAMP protein Csm4	equivalog	
TIGR01904	GSu_C4xC__C2xCH	Geobacter sulfurreducens CxxxxCH...CXXCH domain	paralog_domain	
TIGR01905	paired_CXXCH_1	doubled CXXCH domain	subfamily_domain	
TIGR01906	integ_TIGR01906	integral membrane protein TIGR01906	hypoth_equivalog	
TIGR01907	casE_Cse3	CRISPR-associated protein Cas6/Cse3/CasE, subtype I-E/ECOLI	equivalog	
TIGR01908	cas_CXXC_CXXC	CRISPR-associated protein Cas8b1/Cst1, subtype I-B/TNEAP	equivalog_domain	
TIGR01909	C_GCAxxG_C_C	C_GCAxxG_C_C family protein	subfamily	
TIGR01910	DapE-ArgE	peptidase, ArgE/DapE family	subfamily	3.4.-.-
TIGR01911	HesB_rel_seleno	HesB-like selenoprotein	subfamily	
TIGR01912	TatC-Arch	Sec-independent protein translocase TatC	equivalog	
TIGR01913	bet_lambda	phage recombination protein Bet	equivalog	
TIGR01914	cas_Csa4	CRISPR-associated protein Cas8a2/Csa4, subtype I-A/APERN	exception	
TIGR01915	npdG	NADPH-dependent F420 reductase	equivalog	
TIGR01916	F420_cofE	coenzyme F420-0:L-glutamate ligase	equivalog	6.3.2.31
TIGR01917	gly_red_sel_B	glycine reductase, selenoprotein B	equivalog	1.21.4.2
TIGR01918	various_sel_PB	selenoprotein B, glycine/betaine/sarcosine/D-proline reductase family	subfamily	
TIGR01919	hisA-trpF	bifunctional HisA/TrpF protein	equivalog	5.3.1.16 5.3.1.24
TIGR01920	Shik_kin_archae	shikimate kinase	equivalog	2.7.1.71
TIGR01921	DAP-DH	diaminopimelate dehydrogenase	equivalog	1.4.1.16
TIGR01922	purO_arch	IMP cyclohydrolase	equivalog	3.5.4.10
TIGR01923	menE	O-succinylbenzoate-CoA ligase	equivalog	6.2.1.26
TIGR01924	rsbW_low_gc	anti-sigma B factor	equivalog	2.7.11.1
TIGR01925	spIIAB	anti-sigma F factor	equivalog	2.7.11.1
TIGR01926	peroxid_rel	uncharacterized peroxidase-related enzyme	subfamily	
TIGR01927	menC_gamma/gm+	o-succinylbenzoate synthase	equivalog	4.2.1.113
TIGR01928	menC_lowGC/arch	o-succinylbenzoate synthase	equivalog	4.2.1.113
TIGR01929	menB	naphthoate synthase	equivalog	4.1.3.36
TIGR01930	AcCoA-C-Actrans	acetyl-CoA C-acyltransferase	subfamily	2.3.1.16
TIGR01931	cysJ	sulfite reductase [NADPH] flavoprotein, alpha-component	equivalog	1.8.1.2
TIGR01932	hflC	HflC protein	equivalog	
TIGR01933	hflK	HflK protein	equivalog	
TIGR01934	MenG_MenH_UbiE	ubiquinone/menaquinone biosynthesis methyltransferase	subfamily	2.1.1.-
TIGR01935	NOT-MenG	RraA family	subfamily	
TIGR01936	nqrA	NADH:ubiquinone oxidoreductase, Na(+)-translocating, A subunit	equivalog	1.6.5.-
TIGR01937	nqrB	NADH:ubiquinone oxidoreductase, Na(+)-translocating, B subunit	equivalog	1.6.5.-
TIGR01938	nqrC	NADH:ubiquinone oxidoreductase, Na(+)-translocating, C subunit	equivalog	1.6.5.-
TIGR01939	nqrD	NADH:ubiquinone oxidoreductase, Na(+)-translocating, D subunit	equivalog	1.6.5.-
TIGR01940	nqrE	NADH:ubiquinone oxidoreductase, Na(+)-translocating, E subunit	equivalog	1.6.5.-
TIGR01941	nqrF	NADH:ubiquinone oxidoreductase, Na(+)-translocating, F subunit	equivalog	1.6.5.-
TIGR01942	pcnB	poly(A) polymerase	subfamily	2.7.7.19
TIGR01943	rnfA	electron transport complex, RnfABCDGE type, A subunit	subfamily	
TIGR01944	rnfB	electron transport complex, RnfABCDGE type, B subunit	subfamily	
TIGR01945	rnfC	electron transport complex, RnfABCDGE type, C subunit	subfamily	
TIGR01946	rnfD	electron transport complex, RnfABCDGE type, D subunit	subfamily	
TIGR01947	rnfG	electron transport complex, RnfABCDGE type, G subunit	subfamily	
TIGR01948	rnfE	electron transport complex, RnfABCDGE type, E subunit	subfamily	
TIGR01949	AroFGH_arch	predicted phospho-2-dehydro-3-deoxyheptonate aldolase	hypoth_equivalog	4.2.1.-
TIGR01950	SoxR	redox-sensitive transcriptional activator SoxR	equivalog	
TIGR01951	nusB	transcription antitermination factor NusB	equivalog	
TIGR01952	nusA_arch	NusA family KH domain protein, archaeal	hypoth_equivalog	
TIGR01953	NusA	transcription termination factor NusA	equivalog_domain	
TIGR01954	nusA_Cterm_rpt	transcription termination factor NusA, C-terminal duplication	equivalog_domain	
TIGR01955	RfaH	transcription elongation factor/antiterminator RfaH	equivalog	
TIGR01956	NusG_myco	NusG family protein	hypoth_equivalog	
TIGR01957	nuoB_fam	NADH-quinone oxidoreductase, B subunit	subfamily	
TIGR01958	nuoE_fam	NADH-quinone oxidoreductase, E subunit	subfamily	
TIGR01959	nuoF_fam	NADH oxidoreductase (quinone), F subunit	equivalog	1.6.99.5
TIGR01960	ndhF3_CO2	NAD(P)H dehydrogenase, subunit NdhF3 family	subfamily	
TIGR01961	NuoC_fam	NADH (or F420H2) dehydrogenase, subunit C	subfamily	
TIGR01962	NuoD	NADH dehydrogenase (quinone), D subunit	equivalog_domain	1.6.99.5
TIGR01963	PHB_DH	3-hydroxybutyrate dehydrogenase	subfamily	
TIGR01964	chpXY	CO2 hydration protein	subfamily	
TIGR01965	VCBS_repeat	VCBS repeat	repeat	
TIGR01966	RNasePH	ribonuclease PH	equivalog	2.7.7.56
TIGR01967	DEAH_box_HrpA	RNA helicase HrpA	equivalog	3.6.4.13
TIGR01968	minD_bact	septum site-determining protein MinD	equivalog	
TIGR01969	minD_arch	cell division ATPase MinD	subfamily	
TIGR01970	DEAH_box_HrpB	ATP-dependent helicase HrpB	equivalog	3.6.4.-
TIGR01971	NuoI	NADH-quinone oxidoreductase, chain I	subfamily	
TIGR01972	NDH_I_M	proton-translocating NADH-quinone oxidoreductase, chain M	subfamily	
TIGR01973	NuoG	NADH dehydrogenase (quinone), G subunit	equivalog	1.6.99.5
TIGR01974	NDH_I_L	proton-translocating NADH-quinone oxidoreductase, chain L	subfamily	1.6.-.-
TIGR01975	isoAsp_dipep	beta-aspartyl peptidase	equivalog	3.4.19.5
TIGR01976	am_tr_V_VC1184	cysteine desulfurase family protein	hypoth_equivalog	
TIGR01977	am_tr_V_EF2568	cysteine desulfurase family protein	hypoth_equivalog	
TIGR01978	sufC	FeS assembly ATPase SufC	equivalog	
TIGR01979	sufS	cysteine desulfurase, SufS family	subfamily	
TIGR01980	sufB	FeS assembly protein SufB	equivalog	
TIGR01981	sufD	FeS assembly protein SufD	equivalog	
TIGR01982	UbiB	2-polyprenylphenol 6-hydroxylase	equivalog	1.14.13.-
TIGR01983	UbiG	3-demethylubiquinone-9 3-O-methyltransferase	equivalog	2.1.1.64
TIGR01984	UbiH	2-polyprenyl-6-methoxyphenol 4-hydroxylase	equivalog	1.14.13.-
TIGR01985	phasin_2	phasin	equivalog	
TIGR01986	glut_syn_euk	glutathione synthetase	equivalog	6.3.2.3
TIGR01987	HI0074	nucleotidyltransferase substrate binding protein, HI0074 family	subfamily	
